content_type,country,date_added,release_year,rating,duration,genres,duration_int,duration_type
0,2805,4609.0,950,3,113 min,857,0.360128617363344,2
1,2805,4609.0,950,10,1 Season,399,0.0,0
1,35,4609.0,950,10,1 Season,399,0.0,0
1,2805,4609.0,348,6,4 Season,386,0.00964630225080386,0
1,245,4609.0,1141,6,1 Season,176,0.0,0
0,124,4608.0,1024,10,93 min,1206,0.2958199356913183,2
0,75,4608.0,891,3,119 min,1597,0.37942122186495175,2
0,16,4608.0,228,10,105 min,1597,0.33440514469453375,2
1,2805,4725.0,950,10,1 Season,120,0.0,0
0,968,4725.0,950,9,113 min,857,0.360128617363344,2
0,2805,4695.0,348,1,93 min,595,0.2958199356913183,2
0,2805,4695.0,950,10,44 min,332,0.1382636655948553,2
1,2805,4664.0,950,7,1 Season,386,0.0,0
1,245,4664.0,1024,10,2 Season,749,0.003215434083601286,0
0,2805,4664.0,950,2,110 min,1597,0.3504823151125402,2
0,807,4603.0,1141,9,113 min,1597,0.360128617363344,2
1,95,4603.0,891,9,1 Season,749,0.0,0
0,1,4603.0,950,3,90 min,271,0.28617363344051444,2
0,67,4572.0,950,10,82 min,1206,0.26045016077170413,2
1,145,4572.0,950,10,3 Season,399,0.006430868167202573,0
1,807,4572.0,950,10,3 Season,120,0.006430868167202573,0
1,67,4572.0,950,8,1 Season,749,0.0,0
0,2805,4572.0,1141,9,69 min,818,0.21864951768488747,2
0,2805,4572.0,950,5,46 min,595,0.14469453376205788,2
1,2805,4572.0,950,8,1 Season,220,0.0,0
1,2805,4572.0,950,6,1 Season,386,0.0,0
1,2805,4572.0,950,5,1 Season,386,0.0,0
0,2805,4572.0,950,9,94 min,1206,0.29903536977491957,2
1,180,4542.0,891,6,5 Season,386,0.012861736334405145,0
0,3,4542.0,950,8,72 min,818,0.2282958199356913,2
1,3,4542.0,950,10,3 Season,749,0.006430868167202573,0
0,124,4511.0,950,9,95 min,818,0.3022508038585209,2
0,807,4511.0,1024,9,101 min,128,0.32154340836012857,2
1,2805,4511.0,950,9,1 Season,399,0.0,0
0,807,4481.0,950,5,21 min,595,0.06430868167202573,2
0,2805,4481.0,950,7,71 min,595,0.22508038585209003,2
1,77,4481.0,950,8,1 Season,220,0.0,0
0,2805,4481.0,950,10,64 min,332,0.20257234726688103,2
1,2805,4450.0,950,10,1 Season,220,0.0,0
0,2805,4421.0,950,10,92 min,1206,0.292604501607717,2
0,2805,4390.0,1022,3,80 min,1206,0.25401929260450157,2
1,2805,4390.0,37,8,6 Season,120,0.016077170418006433,0
1,180,4390.0,950,7,1 Season,386,0.0,0
1,245,4390.0,348,9,1 Season,176,0.0,0
0,2805,4390.0,950,3,104 min,857,0.33118971061093244,2
0,180,4390.0,950,5,25 min,595,0.07717041800643087,2
1,180,4390.0,1141,7,1 Season,386,0.0,0
0,2,4390.0,1022,3,111 min,1597,0.35369774919614144,2
1,245,4390.0,136,9,1 Season,176,0.0,0
1,2805,4390.0,950,5,2 Season,386,0.003215434083601286,0
0,807,4390.0,950,10,72 min,332,0.2282958199356913,2
0,180,4390.0,1141,3,99 min,1,0.315112540192926,2
1,412,4595.0,950,8,1 Season,248,0.0,0
0,67,4595.0,950,5,83 min,595,0.26366559485530544,2
0,968,4595.0,950,10,150 min,1597,0.4790996784565916,2
0,30,4595.0,950,10,108 min,1206,0.34405144694533757,2
0,2805,4595.0,950,7,44 min,595,0.1382636655948553,2
1,2805,4595.0,950,8,3 Season,120,0.006430868167202573,0
1,73,4595.0,950,9,2 Season,40,0.003215434083601286,0
0,1,4594.0,1022,10,102 min,1597,0.3247588424437299,2
1,2805,4594.0,950,6,1 Season,176,0.0,0
0,968,4594.0,950,10,137 min,1206,0.4372990353697749,2
1,807,4594.0,950,10,1 Season,749,0.0,0
0,95,4593.0,891,10,112 min,1206,0.35691318327974275,2
0,1,4593.0,1024,10,102 min,1597,0.3247588424437299,2
0,2,4593.0,950,10,103 min,1597,0.3279742765273312,2
0,24,4593.0,950,10,136 min,1597,0.4340836012861736,2
0,2805,4593.0,950,8,41 min,818,0.12861736334405144,2
0,2805,4593.0,1024,10,88 min,818,0.2797427652733119,2
1,2805,4592.0,950,10,5 Season,220,0.012861736334405145,0
0,2805,4590.0,950,10,84 min,1206,0.26688102893890675,2
1,2805,4590.0,1024,10,10 Season,120,0.028938906752411574,0
0,968,4589.0,950,9,114 min,1206,0.3633440514469453,2
0,65,4589.0,950,9,110 min,857,0.3504823151125402,2
0,968,4589.0,891,10,103 min,1597,0.3279742765273312,2
0,1,4588.0,950,6,106 min,595,0.337620578778135,2
0,2805,4588.0,950,5,46 min,595,0.14469453376205788,2
0,95,4588.0,1024,10,115 min,1597,0.36655948553054657,2
0,3,4588.0,950,10,140 min,128,0.44694533762057875,2
0,245,4588.0,950,10,124 min,1597,0.3954983922829582,2
1,145,4588.0,950,7,1 Season,749,0.0,0
0,75,4588.0,950,9,133 min,1206,0.42443729903536975,2
1,2805,4587.0,554,9,1 Season,220,0.0,0
0,189,4587.0,950,6,91 min,595,0.28938906752411575,2
0,30,4587.0,1024,8,30 min,1597,0.0932475884244373,2
1,2805,4586.0,950,10,1 Season,399,0.0,0
1,11,4586.0,950,10,3 Season,749,0.006430868167202573,0
0,2805,4586.0,1024,10,67 min,818,0.21221864951768488,2
0,16,4585.0,1024,10,105 min,857,0.33440514469453375,2
0,412,4585.0,950,10,58 min,332,0.1832797427652733,2
1,807,4585.0,950,8,1 Season,220,0.0,0
1,412,4583.0,1022,10,1 Season,248,0.0,0
0,1,4582.0,1141,9,87 min,1597,0.27652733118971057,2
1,124,4582.0,1024,5,1 Season,386,0.0,0
1,86,4582.0,1141,10,1 Season,120,0.0,0
1,1,4581.0,950,10,1 Season,40,0.0,0
0,2805,4581.0,950,3,100 min,818,0.3183279742765273,2
1,2805,4581.0,950,9,2 Season,399,0.003215434083601286,0
1,77,4581.0,950,10,1 Season,749,0.0,0
0,95,4581.0,1024,10,95 min,1206,0.3022508038585209,2
0,2805,4580.0,950,9,90 min,65,0.28617363344051444,2
0,27,4580.0,1141,10,102 min,1206,0.3247588424437299,2
0,95,4579.0,1024,9,98 min,1597,0.31189710610932475,2
1,110,4579.0,950,10,1 Season,399,0.0,0
0,807,4579.0,950,6,68 min,595,0.21543408360128619,2
1,2805,4579.0,950,10,1 Season,120,0.0,0
1,1,4579.0,891,5,2 Season,248,0.003215434083601286,0
0,95,4579.0,1141,9,104 min,1597,0.33118971061093244,2
0,45,4579.0,950,10,89 min,1206,0.28295819935691313,2
1,2805,4578.0,950,10,1 Season,220,0.0,0
0,86,4578.0,950,10,62 min,332,0.19614147909967847,2
0,124,4578.0,950,10,86 min,818,0.2733118971061093,2
0,30,4694.0,891,10,104 min,1597,0.33118971061093244,2
1,77,4663.0,950,9,1 Season,749,0.0,0
1,2805,4663.0,950,8,1 Season,220,0.0,0
0,106,4663.0,1141,9,101 min,1206,0.32154340836012857,2
0,2805,4663.0,950,9,17 min,818,0.05144694533762058,2
1,2805,4663.0,950,6,1 Season,386,0.0,0
0,2805,4663.0,950,3,126 min,857,0.40192926045016075,2
1,9,4663.0,1024,10,1 Season,399,0.0,0
0,807,4663.0,1024,7,120 min,1206,0.382636655948553,2
1,245,4633.0,950,10,1 Season,176,0.0,0
1,103,4633.0,950,10,4 Season,749,0.00964630225080386,0
1,189,4633.0,950,9,1 Season,749,0.0,0
0,12,4602.0,1141,3,89 min,818,0.28295819935691313,2
0,2805,4602.0,950,9,96 min,818,0.3054662379421222,2
1,86,4602.0,950,10,1 Season,749,0.0,0
0,2805,4602.0,1141,3,91 min,1206,0.28938906752411575,2
0,16,4571.0,228,1,86 min,595,0.2733118971061093,2
0,807,4571.0,950,10,67 min,332,0.21221864951768488,2
0,8,4541.0,1024,10,89 min,818,0.28295819935691313,2
0,807,4541.0,950,10,65 min,128,0.2057877813504823,2
0,968,4510.0,228,9,151 min,1206,0.4823151125401929,2
0,968,4510.0,184,9,116 min,857,0.3697749196141479,2
0,968,4510.0,228,9,110 min,1597,0.3504823151125402,2
0,968,4510.0,279,10,123 min,1597,0.3922829581993569,2
0,968,4510.0,279,9,139 min,857,0.44372990353697744,2
0,968,4510.0,891,10,95 min,1597,0.3022508038585209,2
0,968,4510.0,279,9,121 min,1206,0.3858520900321543,2
0,968,4510.0,554,8,127 min,1206,0.405144694533762,2
0,968,4510.0,554,9,162 min,1597,0.5176848874598071,2
0,968,4510.0,554,9,128 min,857,0.4083601286173633,2
0,968,4510.0,348,9,112 min,857,0.35691318327974275,2
1,60,4510.0,950,10,1 Season,749,0.0,0
0,968,4510.0,279,10,125 min,1597,0.39871382636655944,2
0,968,4510.0,279,9,128 min,1597,0.4083601286173633,2
0,968,4510.0,348,8,120 min,1597,0.382636655948553,2
0,968,4510.0,184,10,86 min,1597,0.2733118971061093,2
0,968,4510.0,348,10,107 min,1206,0.3408360128617363,2
0,968,4510.0,228,8,129 min,1206,0.4115755627009646,2
0,968,4510.0,348,9,135 min,1206,0.4308681672025723,2
0,2805,4510.0,1024,10,97 min,1597,0.30868167202572344,2
0,968,4510.0,1024,9,125 min,1597,0.39871382636655944,2
0,968,4510.0,228,9,162 min,857,0.5176848874598071,2
0,968,4510.0,554,10,136 min,1206,0.4340836012861736,2
0,968,4510.0,348,10,138 min,1206,0.4405144694533762,2
0,968,4510.0,184,10,126 min,857,0.40192926045016075,2
0,968,4510.0,279,8,137 min,1597,0.4372990353697749,2
0,968,4510.0,184,9,114 min,1206,0.3633440514469453,2
0,968,4510.0,279,9,96 min,1206,0.3054662379421222,2
1,968,4480.0,950,6,2 Season,386,0.003215434083601286,0
1,145,4449.0,1024,10,6 Season,749,0.016077170418006433,0
0,2805,4449.0,950,10,107 min,1206,0.3408360128617363,2
0,1,4449.0,950,10,89 min,1597,0.28295819935691313,2
0,1,4449.0,1022,2,94 min,818,0.29903536977491957,2
1,245,4449.0,950,10,1 Season,749,0.0,0
1,2805,4449.0,950,8,1 Season,120,0.0,0
1,2805,4449.0,950,7,1 Season,386,0.0,0
0,3,4449.0,1024,10,148 min,1206,0.47266881028938906,2
1,2805,4420.0,28,7,1 Season,120,0.0,0
0,77,4420.0,950,10,82 min,332,0.26045016077170413,2
1,2805,4420.0,950,10,1 Season,40,0.0,0
0,45,4389.0,1024,9,95 min,818,0.3022508038585209,2
1,412,4389.0,1024,10,1 Season,248,0.0,0
1,75,4389.0,891,10,1 Season,749,0.0,0
1,73,4389.0,1024,5,1 Season,386,0.0,0
0,145,4389.0,950,10,120 min,1597,0.382636655948553,2
0,103,4389.0,554,10,115 min,857,0.36655948553054657,2
0,180,4389.0,1024,10,107 min,818,0.3408360128617363,2
0,3,4389.0,39,3,105 min,65,0.33440514469453375,2
0,103,4389.0,348,10,134 min,1206,0.427652733118971,2
1,2805,4389.0,950,9,1 Season,120,0.0,0
0,75,4389.0,88,2,128 min,857,0.4083601286173633,2
0,2805,4389.0,1024,10,103 min,1206,0.3279742765273312,2
0,1,4389.0,1024,9,96 min,818,0.3054662379421222,2
0,14,4389.0,22,3,114 min,857,0.3633440514469453,2
1,124,4389.0,64,5,1 Season,386,0.0,0
0,45,4389.0,950,10,102 min,1206,0.3247588424437299,2
1,245,4564.0,950,9,1 Season,176,0.0,0
0,2805,4564.0,950,10,52 min,332,0.1639871382636656,2
1,1,4564.0,950,10,1 Season,749,0.0,0
0,2,4564.0,184,9,86 min,857,0.2733118971061093,2
0,79,4562.0,950,7,104 min,1597,0.33118971061093244,2
0,95,4562.0,1024,10,76 min,818,0.24115755627009647,2
0,807,4562.0,1024,9,135 min,1597,0.4308681672025723,2
1,13,4561.0,950,10,3 Season,399,0.006430868167202573,0
0,86,4561.0,950,1,99 min,595,0.315112540192926,2
1,35,4560.0,950,10,1 Season,749,0.0,0
0,2805,4560.0,950,2,124 min,1206,0.3954983922829582,2
1,2805,4560.0,950,10,1 Season,220,0.0,0
0,95,4560.0,1024,9,117 min,1206,0.3729903536977492,2
0,75,4560.0,891,10,107 min,1597,0.3408360128617363,2
0,968,4560.0,1024,10,111 min,1597,0.35369774919614144,2
0,807,4560.0,1024,9,116 min,1597,0.3697749196141479,2
0,968,4560.0,1024,9,135 min,1597,0.4308681672025723,2
1,189,4560.0,950,7,1 Season,749,0.0,0
0,968,4559.0,950,10,126 min,128,0.40192926045016075,2
0,968,4559.0,554,9,164 min,857,0.5241157556270096,2
0,968,4559.0,96,9,166 min,1597,0.5305466237942122,2
0,2805,4558.0,950,2,104 min,818,0.33118971061093244,2
0,968,4558.0,950,10,94 min,271,0.29903536977491957,2
1,412,4558.0,950,8,1 Season,248,0.0,0
0,14,4558.0,950,10,92 min,1597,0.292604501607717,2
0,2805,4557.0,950,10,52 min,332,0.1639871382636656,2
1,2805,4557.0,950,9,2 Season,22,0.003215434083601286,0
0,968,4556.0,950,9,112 min,1597,0.35691318327974275,2
0,95,4556.0,1022,8,90 min,1206,0.28617363344051444,2
1,189,4555.0,950,10,1 Season,749,0.0,0
0,2805,4555.0,1022,3,101 min,1597,0.32154340836012857,2
0,95,4554.0,1024,10,84 min,1597,0.26688102893890675,2
1,2805,4553.0,950,9,2 Season,220,0.003215434083601286,0
0,968,4553.0,950,10,112 min,1206,0.35691318327974275,2
0,3,4553.0,38,9,136 min,1597,0.4340836012861736,2
0,2805,4553.0,950,10,108 min,818,0.34405144694533757,2
0,2805,4553.0,950,7,110 min,595,0.3504823151125402,2
1,2805,4553.0,950,8,1 Season,120,0.0,0
0,124,4553.0,950,10,93 min,857,0.2958199356913183,2
1,77,4553.0,950,10,2 Season,749,0.003215434083601286,0
0,103,4553.0,950,10,90 min,1597,0.28617363344051444,2
0,2,4553.0,22,9,130 min,1597,0.4147909967845659,2
1,2805,4553.0,950,10,2 Season,120,0.003215434083601286,0
0,1,4553.0,950,10,128 min,1597,0.4083601286173633,2
0,245,4552.0,950,8,104 min,21,0.33118971061093244,2
0,1,4552.0,11,10,131 min,80,0.4180064308681672,2
0,3,4552.0,16,10,109 min,80,0.3472668810289389,2
0,106,4552.0,17,10,129 min,80,0.4115755627009646,2
0,106,4552.0,3,9,73 min,80,0.2315112540192926,2
0,106,4552.0,2,9,104 min,80,0.33118971061093244,2
0,807,4552.0,950,8,48 min,818,0.15112540192926047,2
0,75,4552.0,1024,9,114 min,1206,0.3633440514469453,2
0,60,4552.0,950,7,86 min,818,0.2733118971061093,2
0,106,4552.0,2,10,194 min,857,0.6205787781350482,2
0,15,4552.0,193,10,76 min,1597,0.24115755627009647,2
0,106,4552.0,2,9,116 min,80,0.3697749196141479,2
0,106,4552.0,2,10,130 min,80,0.4147909967845659,2
0,1,4552.0,348,1,85 min,595,0.270096463022508,2
1,2805,4552.0,950,10,2 Season,749,0.003215434083601286,0
0,75,4551.0,1141,3,108 min,1206,0.34405144694533757,2
0,2805,4551.0,950,8,81 min,595,0.2572347266881029,2
0,1,4550.0,228,9,76 min,1597,0.24115755627009647,2
0,2805,4550.0,891,2,92 min,271,0.292604501607717,2
1,2805,4549.0,554,8,2 Season,120,0.003215434083601286,0
0,75,4549.0,1024,10,85 min,818,0.270096463022508,2
0,8,4549.0,279,1,85 min,595,0.270096463022508,2
0,22,4549.0,1024,9,108 min,857,0.34405144694533757,2
0,95,4547.0,1024,10,120 min,1597,0.382636655948553,2
1,2805,4547.0,950,7,4 Season,386,0.00964630225080386,0
0,968,4547.0,950,9,117 min,1597,0.3729903536977492,2
1,2805,4547.0,950,9,6 Season,399,0.016077170418006433,0
0,79,4547.0,950,9,100 min,1597,0.3183279742765273,2
0,968,4723.0,950,10,101 min,1206,0.32154340836012857,2
0,2805,4723.0,950,3,156 min,857,0.4983922829581993,2
1,807,4723.0,950,10,2 Season,120,0.003215434083601286,0
1,1,4723.0,950,10,4 Season,120,0.00964630225080386,0
1,67,4723.0,950,10,1 Season,749,0.0,0
0,2805,4723.0,950,10,55 min,332,0.17363344051446947,2
0,245,4723.0,1141,1,96 min,21,0.3054662379421222,2
1,245,4723.0,51,9,4 Season,176,0.00964630225080386,0
1,110,4723.0,950,10,1 Season,399,0.0,0
1,4,4723.0,950,10,1 Season,399,0.0,0
0,1,4693.0,348,10,104 min,1206,0.33118971061093244,2
0,8,4693.0,136,9,101 min,1206,0.32154340836012857,2
1,45,4662.0,950,10,1 Season,749,0.0,0
1,2805,4662.0,950,9,5 Season,40,0.012861736334405145,0
1,2805,4662.0,950,10,1 Season,220,0.0,0
0,2805,4662.0,152,3,113 min,1206,0.360128617363344,2
1,189,4662.0,1141,10,1 Season,399,0.0,0
1,77,4662.0,950,10,1 Season,749,0.0,0
0,189,4662.0,1141,10,126 min,857,0.40192926045016075,2
0,2805,4601.0,1022,2,98 min,1597,0.31189710610932475,2
0,24,4570.0,950,10,114 min,1597,0.3633440514469453,2
0,968,4570.0,950,9,132 min,128,0.42122186495176844,2
0,968,4570.0,1141,9,92 min,1597,0.292604501607717,2
1,1,4540.0,1141,10,4 Season,399,0.00964630225080386,0
0,2805,4540.0,950,3,90 min,1597,0.28617363344051444,2
1,2805,4509.0,950,10,4 Season,399,0.00964630225080386,0
0,106,4509.0,891,9,86 min,1597,0.2733118971061093,2
0,2805,4509.0,348,2,103 min,1206,0.3279742765273312,2
0,968,4509.0,950,9,114 min,1597,0.3633440514469453,2
0,95,4509.0,1024,10,115 min,1206,0.36655948553054657,2
1,2805,4509.0,950,9,5 Season,120,0.012861736334405145,0
1,73,4509.0,1024,9,15 Season,22,0.045016077170418,0
0,2805,4509.0,950,10,149 min,857,0.4758842443729903,2
0,807,4509.0,193,10,96 min,1597,0.3054662379421222,2
1,245,4479.0,950,10,3 Season,176,0.006430868167202573,0
0,103,4479.0,1022,9,102 min,1597,0.3247588424437299,2
0,103,4479.0,1022,10,105 min,1206,0.33440514469453375,2
0,106,4448.0,88,10,114 min,1206,0.3633440514469453,2
0,2805,4448.0,1022,3,94 min,1206,0.29903536977491957,2
0,2805,4448.0,950,7,83 min,595,0.26366559485530544,2
1,807,4419.0,1024,9,1 Season,120,0.0,0
0,106,4419.0,136,9,106 min,1206,0.337620578778135,2
0,106,4419.0,96,9,116 min,1206,0.3697749196141479,2
0,106,4419.0,96,9,109 min,1206,0.3472668810289389,2
0,807,4419.0,152,9,97 min,1206,0.30868167202572344,2
0,106,4419.0,228,10,100 min,1206,0.3183279742765273,2
0,106,4419.0,136,9,116 min,1597,0.3697749196141479,2
0,106,4419.0,64,9,111 min,857,0.35369774919614144,2
0,180,4419.0,950,5,24 min,595,0.07395498392282959,2
0,1,4419.0,96,8,95 min,1206,0.3022508038585209,2
0,106,4419.0,184,9,135 min,1206,0.4308681672025723,2
0,106,4388.0,1024,10,95 min,271,0.3022508038585209,2
1,245,4388.0,39,6,2 Season,176,0.003215434083601286,0
0,968,4388.0,950,9,92 min,1206,0.292604501607717,2
0,1,4388.0,1022,7,100 min,1206,0.3183279742765273,2
1,189,4388.0,891,10,1 Season,749,0.0,0
0,14,4388.0,1024,8,80 min,1206,0.25401929260450157,2
1,245,4388.0,1141,10,1 Season,176,0.0,0
1,245,4388.0,348,10,3 Season,749,0.006430868167202573,0
0,12,4388.0,1141,1,98 min,857,0.31189710610932475,2
1,189,4388.0,1022,10,1 Season,749,0.0,0
0,2805,4388.0,1022,3,104 min,1206,0.33118971061093244,2
0,1,4388.0,891,9,98 min,1597,0.31189710610932475,2
0,1,4534.0,1024,9,104 min,1597,0.33118971061093244,2
0,14,4532.0,1141,8,99 min,1206,0.315112540192926,2
0,968,4532.0,950,10,68 min,332,0.21543408360128619,2
1,2805,4532.0,950,10,1 Season,120,0.0,0
0,3,4532.0,39,10,106 min,1597,0.337620578778135,2
1,10,4531.0,1141,10,2 Season,120,0.003215434083601286,0
1,245,4531.0,950,10,1 Season,176,0.0,0
0,14,4531.0,348,9,71 min,1206,0.22508038585209003,2
0,14,4531.0,554,9,80 min,1206,0.25401929260450157,2
0,56,4531.0,950,10,116 min,1597,0.3697749196141479,2
1,86,4531.0,891,7,4 Season,386,0.00964630225080386,0
0,13,4530.0,1024,10,112 min,1597,0.35691318327974275,2
0,86,4529.0,950,10,73 min,332,0.2315112540192926,2
0,65,4528.0,1024,9,110 min,857,0.3504823151125402,2
1,2805,4528.0,1024,9,5 Season,40,0.012861736334405145,0
0,2805,4528.0,1024,3,135 min,1597,0.4308681672025723,2
1,968,4527.0,950,10,1 Season,749,0.0,0
1,2805,4526.0,1024,9,3 Season,67,0.006430868167202573,0
0,79,4526.0,950,7,128 min,1597,0.4083601286173633,2
0,79,4526.0,950,7,93 min,1597,0.2958199356913183,2
1,412,4525.0,950,9,1 Season,248,0.0,0
0,95,4525.0,1024,10,149 min,271,0.4758842443729903,2
0,245,4525.0,1141,1,54 min,21,0.17041800643086816,2
0,2805,4525.0,950,3,87 min,857,0.27652733118971057,2
1,180,4525.0,950,10,2 Season,120,0.003215434083601286,0
0,79,4524.0,1141,7,102 min,1597,0.3247588424437299,2
0,6,4524.0,13,9,177 min,1206,0.5659163987138264,2
0,807,4524.0,24,9,204 min,1206,0.6527331189710611,2
0,807,4524.0,17,8,233 min,1206,0.7459807073954984,2
0,14,4524.0,1024,9,98 min,1206,0.31189710610932475,2
1,189,4524.0,950,10,1 Season,749,0.0,0
0,106,4524.0,11,9,237 min,1206,0.7588424437299036,2
0,807,4524.0,12,9,230 min,1206,0.7363344051446945,2
0,807,4524.0,10,9,173 min,1206,0.5530546623794212,2
0,106,4524.0,13,9,195 min,1206,0.6237942122186495,2
0,106,4524.0,10,9,253 min,1206,0.8102893890675241,2
0,106,4524.0,9,8,157 min,1206,0.5016077170418006,2
0,1,4523.0,193,10,97 min,1597,0.30868167202572344,2
0,2805,4523.0,950,8,85 min,18,0.270096463022508,2
1,807,4523.0,950,9,1 Season,220,0.0,0
0,412,4523.0,348,10,94 min,1597,0.29903536977491957,2
0,2805,4523.0,193,9,80 min,1597,0.25401929260450157,2
0,110,4523.0,950,10,94 min,1206,0.29903536977491957,2
1,35,4523.0,950,9,1 Season,749,0.0,0
0,968,4523.0,950,10,92 min,1206,0.292604501607717,2
0,106,4522.0,96,8,105 min,1206,0.33440514469453375,2
0,106,4522.0,152,9,120 min,857,0.382636655948553,2
0,106,4522.0,228,9,96 min,1206,0.3054662379421222,2
0,106,4522.0,88,9,107 min,1206,0.3408360128617363,2
0,106,4522.0,136,8,93 min,1206,0.2958199356913183,2
0,106,4522.0,152,9,101 min,1206,0.32154340836012857,2
1,2805,4522.0,950,10,1 Season,34,0.0,0
1,2805,4522.0,950,9,1 Season,32,0.0,0
0,106,4522.0,96,9,110 min,1206,0.3504823151125402,2
0,106,4522.0,64,9,112 min,1206,0.35691318327974275,2
0,1,4522.0,228,1,93 min,1597,0.2958199356913183,2
0,106,4522.0,80,8,109 min,1206,0.3472668810289389,2
0,95,4521.0,1024,9,105 min,1597,0.33440514469453375,2
1,412,4521.0,950,8,1 Season,248,0.0,0
1,2805,4520.0,950,10,6 Season,34,0.016077170418006433,0
0,6,4520.0,1024,10,97 min,857,0.30868167202572344,2
1,189,4519.0,152,9,1 Season,749,0.0,0
1,189,4519.0,152,9,1 Season,749,0.0,0
1,2805,4518.0,88,6,3 Season,22,0.006430868167202573,0
0,15,4518.0,1022,10,91 min,1597,0.28938906752411575,2
0,145,4518.0,1024,10,88 min,1206,0.2797427652733119,2
1,124,4518.0,950,10,1 Season,399,0.0,0
1,2805,4518.0,1024,8,6 Season,67,0.016077170418006433,0
1,2805,4518.0,950,9,3 Season,120,0.006430868167202573,0
1,245,4518.0,348,10,1 Season,176,0.0,0
1,2805,4518.0,950,6,5 Season,386,0.012861736334405145,0
1,60,4518.0,950,10,1 Season,399,0.0,0
1,189,4518.0,1024,10,1 Season,749,0.0,0
1,86,4518.0,554,5,2 Season,386,0.003215434083601286,0
1,1,4518.0,950,10,1 Season,248,0.0,0
0,79,4517.0,1141,9,109 min,1597,0.3472668810289389,2
0,79,4517.0,1024,9,118 min,1597,0.37620578778135044,2
0,14,4517.0,1141,7,109 min,595,0.3472668810289389,2
0,968,4517.0,950,10,131 min,857,0.4180064308681672,2
0,807,4517.0,1022,9,91 min,1597,0.28938906752411575,2
0,110,4517.0,1141,10,152 min,1597,0.4855305466237942,2
0,95,4517.0,1141,9,67 min,128,0.21221864951768488,2
0,6,4517.0,1141,8,72 min,1206,0.2282958199356913,2
0,968,4516.0,228,9,83 min,818,0.26366559485530544,2
0,2805,4516.0,950,10,90 min,1206,0.28617363344051444,2
0,14,4722.0,1024,9,106 min,1597,0.337620578778135,2
1,180,4722.0,950,5,1 Season,386,0.0,0
0,2805,4722.0,950,9,190 min,1206,0.6077170418006431,2
0,968,4692.0,193,8,129 min,595,0.4115755627009646,2
0,968,4692.0,22,9,160 min,857,0.5112540192926045,2
1,1,4692.0,1024,10,3 Season,399,0.006430868167202573,0
0,2805,4692.0,950,10,86 min,818,0.2733118971061093,2
1,2805,4692.0,950,10,1 Season,399,0.0,0
0,2805,4631.0,950,3,92 min,1597,0.292604501607717,2
0,45,4600.0,950,10,114 min,1597,0.3633440514469453,2
1,2805,4600.0,950,10,2 Season,120,0.003215434083601286,0
1,180,4600.0,950,9,2 Season,749,0.003215434083601286,0
1,1,4600.0,950,10,1 Season,749,0.0,0
1,180,4600.0,950,6,2 Season,386,0.003215434083601286,0
0,14,4569.0,891,9,90 min,128,0.28617363344051444,2
0,6,4569.0,1024,9,94 min,128,0.29903536977491957,2
1,65,4569.0,950,10,2 Season,749,0.003215434083601286,0
0,79,4569.0,1141,8,86 min,1597,0.2733118971061093,2
0,2805,4539.0,950,1,89 min,818,0.28295819935691313,2
0,807,4539.0,950,10,107 min,1206,0.3408360128617363,2
0,2805,4508.0,950,8,61 min,332,0.19292604501607719,2
0,1,4478.0,1024,1,93 min,595,0.2958199356913183,2
0,77,4478.0,950,7,81 min,595,0.2572347266881029,2
0,968,4447.0,1024,9,120 min,1597,0.382636655948553,2
1,56,4418.0,950,10,1 Season,749,0.0,0
0,2805,4418.0,1024,2,94 min,1597,0.29903536977491957,2
0,35,4418.0,950,9,91 min,1206,0.28938906752411575,2
1,807,4418.0,554,8,1 Season,220,0.0,0
1,807,4418.0,950,8,1 Season,120,0.0,0
0,2805,4418.0,1024,1,104 min,1597,0.33118971061093244,2
0,2805,4418.0,279,9,76 min,332,0.24115755627009647,2
0,2805,4418.0,950,1,90 min,595,0.28617363344051444,2
0,2805,4418.0,950,3,103 min,1597,0.3279742765273312,2
1,807,4418.0,554,8,1 Season,220,0.0,0
1,2805,4418.0,152,9,1 Season,220,0.0,0
0,2805,4387.0,950,3,122 min,1597,0.3890675241157556,2
0,2805,4387.0,1141,10,97 min,818,0.30868167202572344,2
0,27,4387.0,1024,10,98 min,128,0.31189710610932475,2
0,2805,4387.0,950,5,42 min,595,0.13183279742765275,2
1,2805,4387.0,950,10,1 Season,67,0.0,0
0,2805,4387.0,279,10,90 min,818,0.28617363344051444,2
0,2805,4387.0,136,1,91 min,595,0.28938906752411575,2
1,15,4387.0,1024,5,4 Season,386,0.00964630225080386,0
0,30,4387.0,228,9,94 min,1206,0.29903536977491957,2
1,1,4387.0,1024,10,3 Season,749,0.006430868167202573,0
1,245,4387.0,348,8,1 Season,176,0.0,0
0,968,4387.0,950,10,107 min,128,0.3408360128617363,2
1,180,4387.0,950,7,1 Season,386,0.0,0
0,968,4387.0,950,10,143 min,271,0.4565916398713826,2
1,13,4387.0,1024,10,1 Season,399,0.0,0
0,2805,4387.0,950,2,105 min,1206,0.33440514469453375,2
0,2805,4387.0,88,3,116 min,1206,0.3697749196141479,2
0,807,4387.0,950,5,23 min,595,0.0707395498392283,2
0,47,4387.0,61,1,105 min,595,0.33440514469453375,2
0,2805,4503.0,950,9,97 min,65,0.30868167202572344,2
1,245,4503.0,950,9,1 Season,176,0.0,0
