content_type,country,date_added,release_year,rating,genres,duration_int,duration_type
1,412,"September 15, 2020",950,10,248,0.02572347266881029,0
0,2,"September 15, 2020",950,8,818,0.25401929260450157,2
0,412,"September 15, 2020",950,10,332,0.19935691318327975,2
0,10,"September 15, 2020",51,3,1597,0.2797427652733119,2
1,2805,"September 15, 2020",950,10,220,0.003215434083601286,0
0,1,"September 15, 2020",279,1,595,0.33440514469453375,2
0,807,"September 15, 2020",950,1,595,0.2958199356913183,2
0,95,"September 14, 2020",1141,10,1597,0.44694533762057875,2
1,1,"September 11, 2020",950,5,248,0.003215434083601286,0
0,110,"September 11, 2020",950,9,595,0.3279742765273312,2
1,124,"September 11, 2020",950,10,749,0.003215434083601286,0
1,2805,"September 11, 2020",88,9,120,0.022508038585209004,0
0,2805,"September 11, 2020",348,1,595,0.3247588424437299,2
0,1,"September 11, 2020",950,6,595,0.2958199356913183,2
1,145,"September 11, 2020",950,10,749,0.0,0
1,412,"September 11, 2020",950,10,248,0.0,0
0,807,"September 11, 2020",348,9,332,0.21864951768488747,2
0,968,"September 10, 2020",1141,9,1597,0.42443729903536975,2
0,968,"September 10, 2020",1141,9,1597,0.5016077170418006,2
0,968,"September 10, 2020",1024,9,1597,0.3697749196141479,2
0,968,"September 10, 2020",1024,8,1597,0.35691318327974275,2
0,968,"September 10, 2020",1141,8,1206,0.3054662379421222,2
0,968,"September 10, 2020",1022,7,595,0.405144694533762,2
1,2805,"September 10, 2020",950,9,67,0.012861736334405145,0
1,2805,"September 10, 2020",950,7,386,0.0,0
0,968,"September 10, 2020",1024,10,1597,0.4147909967845659,2
0,103,"September 10, 2020",1141,10,1206,0.2958199356913183,2
0,968,"September 10, 2020",891,9,1206,0.4405144694533762,2
0,79,"September 10, 2020",1022,7,595,0.292604501607717,2
0,106,"September 10, 2020",1141,9,1597,0.3504823151125402,2
0,2805,"September 10, 2020",950,10,1206,0.3247588424437299,2
0,968,"September 9, 2020",950,9,1206,0.360128617363344,2
0,124,"September 9, 2020",950,10,1597,0.3054662379421222,2
1,2805,"September 9, 2020",950,8,120,0.0,0
1,145,"September 9, 2020",950,10,399,0.0,0
0,56,"September 9, 2020",950,9,1206,0.34405144694533757,2
0,2805,"September 9, 2020",950,2,818,0.29903536977491957,2
0,189,"September 8, 2020",950,10,271,0.315112540192926,2
1,189,"September 8, 2020",950,9,749,0.0,0
0,30,"September 7, 2020",950,7,595,0.2733118971061093,2
0,103,"September 7, 2020",193,10,1597,0.31189710610932475,2
1,807,"September 7, 2020",950,6,386,0.003215434083601286,0
0,2805,"September 7, 2020",193,1,818,0.35369774919614144,2
1,1,"September 5, 2020",1022,10,67,0.0,0
0,412,"September 5, 2020",950,3,1597,0.30868167202572344,2
1,2805,"September 4, 2020",950,9,32,0.0,0
0,2805,"September 4, 2020",950,3,1597,0.4308681672025723,2
0,30,"September 4, 2020",1024,9,1206,0.2958199356913183,2
1,2805,"September 4, 2020",950,6,386,0.003215434083601286,0
0,95,"September 4, 2020",1024,10,1206,0.29903536977491957,2
0,75,"September 4, 2020",554,9,1206,0.3729903536977492,2
0,77,"September 3, 2020",950,10,332,0.19935691318327975,2
0,79,"September 3, 2020",1141,8,1597,0.2315112540192926,2
0,2805,"September 3, 2020",950,8,1206,0.28938906752411575,2
1,412,"September 3, 2020",950,10,399,0.0,0
1,2805,"September 2, 2020",950,9,220,0.0,0
0,67,"September 2, 2020",950,10,1597,0.2958199356913183,2
0,13,"September 2, 2020",152,1,595,0.32154340836012857,2
0,7,"September 2, 2020",950,7,818,0.2958199356913183,2
1,807,"September 2, 2020",950,10,220,0.0,0
0,1,"September 1, 2020",1141,2,857,0.3054662379421222,2
0,75,"September 1, 2020",891,9,128,0.35691318327974275,2
0,19,"September 1, 2020",950,5,595,0.2282958199356913,2
1,245,"September 1, 2020",1022,10,176,0.003215434083601286,0
1,2805,"September 1, 2020",950,5,386,0.0,0
1,13,"September 1, 2020",228,10,749,0.006430868167202573,0
0,12,"September 1, 2020",1024,8,21,0.35691318327974275,2
1,245,"September 1, 2020",891,9,176,0.0,0
0,245,"September 1, 2020",891,9,857,0.2282958199356913,2
1,2805,"September 1, 2020",950,10,34,0.0,0
1,124,"September 1, 2020",51,10,749,0.00964630225080386,0
1,1,"September 1, 2020",950,6,386,0.0,0
0,2805,"September 1, 2020",184,1,595,0.292604501607717,2
0,2805,"September 1, 2020",136,3,1206,0.3472668810289389,2
1,2805,"September 1, 2020",36,8,120,0.016077170418006433,0
0,968,"September 1, 2020",36,9,1206,0.49517684887459806,2
0,145,"September 1, 2020",1141,10,818,0.3472668810289389,2
0,2805,"September 1, 2020",950,6,595,0.36655948553054657,2
0,45,"September 1, 2020",950,10,1597,0.30868167202572344,2
1,245,"September 1, 2020",1024,9,176,0.0,0
0,1,"September 1, 2020",184,1,595,0.3279742765273312,2
1,412,"September 1, 2020",950,5,248,0.003215434083601286,0
0,180,"September 1, 2020",950,5,595,0.07395498392282959,2
0,968,"August 31, 2020",950,9,1206,0.3504823151125402,2
0,2805,"August 31, 2020",950,10,857,0.30868167202572344,2
0,2805,"August 29, 2020",950,1,1597,0.29903536977491957,2
1,75,"August 28, 2020",950,10,248,0.0,0
1,968,"August 28, 2020",950,10,749,0.0,0
0,1,"August 28, 2020",950,10,857,0.3408360128617363,2
0,145,"August 28, 2020",950,10,128,0.30868167202572344,2
1,245,"August 27, 2020",950,9,176,0.006430868167202573,0
0,2805,"August 27, 2020",36,10,1206,0.3279742765273312,2
0,75,"August 27, 2020",950,10,271,0.2797427652733119,2
0,2805,"August 27, 2020",891,2,1597,0.35369774919614144,2
1,35,"August 26, 2020",950,10,749,0.0,0
0,1,"August 26, 2020",1024,10,1597,0.29903536977491957,2
0,2805,"August 26, 2020",950,10,818,0.10289389067524116,2
1,2805,"August 26, 2020",950,10,120,0.0,0
0,412,"August 26, 2020",950,2,818,0.3408360128617363,2
1,2805,"August 25, 2020",950,5,386,0.0,0
1,2805,"August 25, 2020",950,10,67,0.003215434083601286,0
0,2805,"August 24, 2020",891,2,1597,0.3504823151125402,2
1,807,"August 22, 2020",1024,10,248,0.0,0
1,95,"August 22, 2020",279,7,749,0.0,0
0,968,"August 21, 2020",950,9,1597,0.31189710610932475,2
0,110,"August 21, 2020",950,10,271,0.2572347266881029,2
1,2805,"August 21, 2020",950,10,120,0.0,0
1,180,"August 21, 2020",950,9,749,0.006430868167202573,0
0,2805,"August 21, 2020",950,8,857,0.33118971061093244,2
1,189,"August 20, 2020",950,10,749,0.0,0
0,2805,"August 20, 2020",950,8,818,0.05144694533762058,2
0,106,"August 20, 2020",1024,10,1206,0.3858520900321543,2
0,56,"August 20, 2020",950,9,1597,0.3183279742765273,2
1,2805,"August 19, 2020",950,9,120,0.0,0
1,2805,"August 19, 2020",950,9,220,0.0,0
0,807,"August 19, 2020",950,6,595,0.22186495176848875,2
0,2805,"August 18, 2020",1024,3,1206,0.30868167202572344,2
0,95,"August 18, 2020",1022,8,1206,0.2379421221864952,2
0,79,"August 17, 2020",950,8,1206,0.3247588424437299,2
1,2805,"August 17, 2020",950,6,386,0.003215434083601286,0
0,79,"August 17, 2020",1141,8,818,0.2797427652733119,2
0,75,"August 16, 2020",228,2,1597,0.504823151125402,2
0,1,"August 16, 2020",348,2,857,0.3247588424437299,2
1,189,"August 16, 2020",950,10,399,0.003215434083601286,0
1,807,"August 15, 2020",891,8,749,0.0,0
1,13,"August 15, 2020",950,10,749,0.012861736334405145,0
1,8,"August 15, 2020",348,9,749,0.003215434083601286,0
0,968,"August 15, 2020",152,8,1206,0.6495176848874599,2
1,77,"August 14, 2020",950,10,749,0.00964630225080386,0
0,807,"August 14, 2020",950,7,818,0.1864951768488746,2
0,180,"August 14, 2020",950,6,595,0.292604501607717,2
0,2,"August 14, 2020",1141,10,1597,0.33118971061093244,2
0,412,"August 14, 2020",950,5,595,0.2282958199356913,2
0,2805,"August 14, 2020",950,3,857,0.360128617363344,2
1,2805,"August 14, 2020",950,10,399,0.0,0
1,35,"August 14, 2020",950,10,399,0.0,0
1,2805,"August 14, 2020",348,6,386,0.00964630225080386,0
1,245,"August 14, 2020",1141,6,176,0.0,0
0,124,"August 13, 2020",1024,10,1206,0.2958199356913183,2
0,75,"August 13, 2020",891,3,1597,0.37942122186495175,2
0,16,"August 13, 2020",228,10,1597,0.33440514469453375,2
1,2805,"August 12, 2020",950,10,120,0.0,0
0,968,"August 12, 2020",950,9,857,0.360128617363344,2
0,2805,"August 11, 2020",348,1,595,0.2958199356913183,2
0,2805,"August 11, 2020",950,10,332,0.1382636655948553,2
1,2805,"August 10, 2020",950,7,386,0.0,0
1,245,"August 10, 2020",1024,10,749,0.003215434083601286,0
0,2805,"August 10, 2020",950,2,1597,0.3504823151125402,2
0,807,"August 8, 2020",1141,9,1597,0.360128617363344,2
1,95,"August 8, 2020",891,9,749,0.0,0
0,1,"August 8, 2020",950,3,271,0.28617363344051444,2
0,67,"August 7, 2020",950,10,1206,0.26045016077170413,2
1,145,"August 7, 2020",950,10,399,0.006430868167202573,0
1,807,"August 7, 2020",950,10,120,0.006430868167202573,0
1,67,"August 7, 2020",950,8,749,0.0,0
0,2805,"August 7, 2020",1141,9,818,0.21864951768488747,2
0,2805,"August 7, 2020",950,5,595,0.14469453376205788,2
1,2805,"August 7, 2020",950,8,220,0.0,0
1,2805,"August 7, 2020",950,6,386,0.0,0
1,2805,"August 7, 2020",950,5,386,0.0,0
0,2805,"August 7, 2020",950,9,1206,0.29903536977491957,2
1,180,"August 6, 2020",891,6,386,0.012861736334405145,0
0,3,"August 6, 2020",950,8,818,0.2282958199356913,2
1,3,"August 6, 2020",950,10,749,0.006430868167202573,0
0,124,"August 5, 2020",950,9,818,0.3022508038585209,2
0,807,"August 5, 2020",1024,9,128,0.32154340836012857,2
1,2805,"August 5, 2020",950,9,399,0.0,0
0,807,"August 4, 2020",950,5,595,0.06430868167202573,2
0,2805,"August 4, 2020",950,7,595,0.22508038585209003,2
1,77,"August 4, 2020",950,8,220,0.0,0
0,2805,"August 4, 2020",950,10,332,0.20257234726688103,2
1,2805,"August 3, 2020",950,10,220,0.0,0
0,2805,"August 2, 2020",950,10,1206,0.292604501607717,2
0,2805,"August 1, 2020",1022,3,1206,0.25401929260450157,2
1,2805,"August 1, 2020",37,8,120,0.016077170418006433,0
1,180,"August 1, 2020",950,7,386,0.0,0
1,245,"August 1, 2020",348,9,176,0.0,0
0,2805,"August 1, 2020",950,3,857,0.33118971061093244,2
0,180,"August 1, 2020",950,5,595,0.07717041800643087,2
1,180,"August 1, 2020",1141,7,386,0.0,0
0,2,"August 1, 2020",1022,3,1597,0.35369774919614144,2
1,245,"August 1, 2020",136,9,176,0.0,0
1,2805,"August 1, 2020",950,5,386,0.003215434083601286,0
0,807,"August 1, 2020",950,10,332,0.2282958199356913,2
0,180,"August 1, 2020",1141,3,1,0.315112540192926,2
1,412,"July 31, 2020",950,8,248,0.0,0
0,67,"July 31, 2020",950,5,595,0.26366559485530544,2
0,968,"July 31, 2020",950,10,1597,0.4790996784565916,2
0,30,"July 31, 2020",950,10,1206,0.34405144694533757,2
0,2805,"July 31, 2020",950,7,595,0.1382636655948553,2
1,2805,"July 31, 2020",950,8,120,0.006430868167202573,0
1,73,"July 31, 2020",950,9,40,0.003215434083601286,0
0,1,"July 30, 2020",1022,10,1597,0.3247588424437299,2
1,2805,"July 30, 2020",950,6,176,0.0,0
0,968,"July 30, 2020",950,10,1206,0.4372990353697749,2
1,807,"July 30, 2020",950,10,749,0.0,0
0,95,"July 29, 2020",891,10,1206,0.35691318327974275,2
0,1,"July 29, 2020",1024,10,1597,0.3247588424437299,2
0,2,"July 29, 2020",950,10,1597,0.3279742765273312,2
0,24,"July 29, 2020",950,10,1597,0.4340836012861736,2
0,2805,"July 29, 2020",950,8,818,0.12861736334405144,2
0,2805,"July 29, 2020",1024,10,818,0.2797427652733119,2
1,2805,"July 28, 2020",950,10,220,0.012861736334405145,0
0,2805,"July 26, 2020",950,10,1206,0.26688102893890675,2
1,2805,"July 26, 2020",1024,10,120,0.028938906752411574,0
0,968,"July 25, 2020",950,9,1206,0.3633440514469453,2
0,65,"July 25, 2020",950,9,857,0.3504823151125402,2
0,968,"July 25, 2020",891,10,1597,0.3279742765273312,2
0,1,"July 24, 2020",950,6,595,0.337620578778135,2
0,2805,"July 24, 2020",950,5,595,0.14469453376205788,2
0,95,"July 24, 2020",1024,10,1597,0.36655948553054657,2
0,3,"July 24, 2020",950,10,128,0.44694533762057875,2
0,245,"July 24, 2020",950,10,1597,0.3954983922829582,2
1,145,"July 24, 2020",950,7,749,0.0,0
0,75,"July 24, 2020",950,9,1206,0.42443729903536975,2
1,2805,"July 23, 2020",554,9,220,0.0,0
0,189,"July 23, 2020",950,6,595,0.28938906752411575,2
0,30,"July 23, 2020",1024,8,1597,0.0932475884244373,2
1,2805,"July 22, 2020",950,10,399,0.0,0
1,11,"July 22, 2020",950,10,749,0.006430868167202573,0
0,2805,"July 22, 2020",1024,10,818,0.21221864951768488,2
0,16,"July 21, 2020",1024,10,857,0.33440514469453375,2
0,412,"July 21, 2020",950,10,332,0.1832797427652733,2
1,807,"July 21, 2020",950,8,220,0.0,0
1,412,"July 19, 2020",1022,10,248,0.0,0
0,1,"July 18, 2020",1141,9,1597,0.27652733118971057,2
1,124,"July 18, 2020",1024,5,386,0.0,0
1,86,"July 18, 2020",1141,10,120,0.0,0
1,1,"July 17, 2020",950,10,40,0.0,0
0,2805,"July 17, 2020",950,3,818,0.3183279742765273,2
1,2805,"July 17, 2020",950,9,399,0.003215434083601286,0
1,77,"July 17, 2020",950,10,749,0.0,0
0,95,"July 17, 2020",1024,10,1206,0.3022508038585209,2
0,2805,"July 16, 2020",950,9,65,0.28617363344051444,2
0,27,"July 16, 2020",1141,10,1206,0.3247588424437299,2
0,95,"July 15, 2020",1024,9,1597,0.31189710610932475,2
1,110,"July 15, 2020",950,10,399,0.0,0
0,807,"July 15, 2020",950,6,595,0.21543408360128619,2
1,2805,"July 15, 2020",950,10,120,0.0,0
1,1,"July 15, 2020",891,5,248,0.003215434083601286,0
0,95,"July 15, 2020",1141,9,1597,0.33118971061093244,2
0,45,"July 15, 2020",950,10,1206,0.28295819935691313,2
1,2805,"July 14, 2020",950,10,220,0.0,0
0,86,"July 14, 2020",950,10,332,0.19614147909967847,2
0,124,"July 14, 2020",950,10,818,0.2733118971061093,2
0,30,"July 11, 2020",891,10,1597,0.33118971061093244,2
1,77,"July 10, 2020",950,9,749,0.0,0
1,2805,"July 10, 2020",950,8,220,0.0,0
0,106,"July 10, 2020",1141,9,1206,0.32154340836012857,2
0,2805,"July 10, 2020",950,9,818,0.05144694533762058,2
1,2805,"July 10, 2020",950,6,386,0.0,0
0,2805,"July 10, 2020",950,3,857,0.40192926045016075,2
1,9,"July 10, 2020",1024,10,399,0.0,0
0,807,"July 10, 2020",1024,7,1206,0.382636655948553,2
1,245,"July 9, 2020",950,10,176,0.0,0
1,103,"July 9, 2020",950,10,749,0.00964630225080386,0
1,189,"July 9, 2020",950,9,749,0.0,0
0,12,"July 8, 2020",1141,3,818,0.28295819935691313,2
0,2805,"July 8, 2020",950,9,818,0.3054662379421222,2
1,86,"July 8, 2020",950,10,749,0.0,0
0,2805,"July 8, 2020",1141,3,1206,0.28938906752411575,2
0,16,"July 7, 2020",228,1,595,0.2733118971061093,2
0,807,"July 7, 2020",950,10,332,0.21221864951768488,2
0,8,"July 6, 2020",1024,10,818,0.28295819935691313,2
0,807,"July 6, 2020",950,10,128,0.2057877813504823,2
0,968,"July 5, 2020",228,9,1206,0.4823151125401929,2
0,968,"July 5, 2020",184,9,857,0.3697749196141479,2
0,968,"July 5, 2020",228,9,1597,0.3504823151125402,2
0,968,"July 5, 2020",279,10,1597,0.3922829581993569,2
0,968,"July 5, 2020",279,9,857,0.44372990353697744,2
0,968,"July 5, 2020",891,10,1597,0.3022508038585209,2
0,968,"July 5, 2020",279,9,1206,0.3858520900321543,2
0,968,"July 5, 2020",554,8,1206,0.405144694533762,2
0,968,"July 5, 2020",554,9,1597,0.5176848874598071,2
0,968,"July 5, 2020",554,9,857,0.4083601286173633,2
0,968,"July 5, 2020",348,9,857,0.35691318327974275,2
1,60,"July 5, 2020",950,10,749,0.0,0
0,968,"July 5, 2020",279,10,1597,0.39871382636655944,2
0,968,"July 5, 2020",279,9,1597,0.4083601286173633,2
0,968,"July 5, 2020",348,8,1597,0.382636655948553,2
0,968,"July 5, 2020",184,10,1597,0.2733118971061093,2
0,968,"July 5, 2020",348,10,1206,0.3408360128617363,2
0,968,"July 5, 2020",228,8,1206,0.4115755627009646,2
0,968,"July 5, 2020",348,9,1206,0.4308681672025723,2
0,2805,"July 5, 2020",1024,10,1597,0.30868167202572344,2
0,968,"July 5, 2020",1024,9,1597,0.39871382636655944,2
0,968,"July 5, 2020",228,9,857,0.5176848874598071,2
0,968,"July 5, 2020",554,10,1206,0.4340836012861736,2
0,968,"July 5, 2020",348,10,1206,0.4405144694533762,2
0,968,"July 5, 2020",184,10,857,0.40192926045016075,2
0,968,"July 5, 2020",279,8,1597,0.4372990353697749,2
0,968,"July 5, 2020",184,9,1206,0.3633440514469453,2
0,968,"July 5, 2020",279,9,1206,0.3054662379421222,2
1,968,"July 4, 2020",950,6,386,0.003215434083601286,0
1,145,"July 3, 2020",1024,10,749,0.016077170418006433,0
0,2805,"July 3, 2020",950,10,1206,0.3408360128617363,2
0,1,"July 3, 2020",950,10,1597,0.28295819935691313,2
0,1,"July 3, 2020",1022,2,818,0.29903536977491957,2
1,245,"July 3, 2020",950,10,749,0.0,0
1,2805,"July 3, 2020",950,8,120,0.0,0
1,2805,"July 3, 2020",950,7,386,0.0,0
0,3,"July 3, 2020",1024,10,1206,0.47266881028938906,2
1,2805,"July 2, 2020",28,7,120,0.0,0
0,77,"July 2, 2020",950,10,332,0.26045016077170413,2
1,2805,"July 2, 2020",950,10,40,0.0,0
0,45,"July 1, 2020",1024,9,818,0.3022508038585209,2
1,412,"July 1, 2020",1024,10,248,0.0,0
1,75,"July 1, 2020",891,10,749,0.0,0
1,73,"July 1, 2020",1024,5,386,0.0,0
0,145,"July 1, 2020",950,10,1597,0.382636655948553,2
0,103,"July 1, 2020",554,10,857,0.36655948553054657,2
0,180,"July 1, 2020",1024,10,818,0.3408360128617363,2
0,3,"July 1, 2020",39,3,65,0.33440514469453375,2
0,103,"July 1, 2020",348,10,1206,0.427652733118971,2
1,2805,"July 1, 2020",950,9,120,0.0,0
0,75,"July 1, 2020",88,2,857,0.4083601286173633,2
0,2805,"July 1, 2020",1024,10,1206,0.3279742765273312,2
0,1,"July 1, 2020",1024,9,818,0.3054662379421222,2
0,14,"July 1, 2020",22,3,857,0.3633440514469453,2
1,124,"July 1, 2020",64,5,386,0.0,0
0,45,"July 1, 2020",950,10,1206,0.3247588424437299,2
1,245,"June 30, 2020",950,9,176,0.0,0
0,2805,"June 30, 2020",950,10,332,0.1639871382636656,2
1,1,"June 30, 2020",950,10,749,0.0,0
0,2,"June 30, 2020",184,9,857,0.2733118971061093,2
0,79,"June 28, 2020",950,7,1597,0.33118971061093244,2
0,95,"June 28, 2020",1024,10,818,0.24115755627009647,2
0,807,"June 28, 2020",1024,9,1597,0.4308681672025723,2
1,13,"June 27, 2020",950,10,399,0.006430868167202573,0
0,86,"June 27, 2020",950,1,595,0.315112540192926,2
1,35,"June 26, 2020",950,10,749,0.0,0
0,2805,"June 26, 2020",950,2,1206,0.3954983922829582,2
1,2805,"June 26, 2020",950,10,220,0.0,0
0,95,"June 26, 2020",1024,9,1206,0.3729903536977492,2
0,75,"June 26, 2020",891,10,1597,0.3408360128617363,2
0,968,"June 26, 2020",1024,10,1597,0.35369774919614144,2
0,807,"June 26, 2020",1024,9,1597,0.3697749196141479,2
0,968,"June 26, 2020",1024,9,1597,0.4308681672025723,2
1,189,"June 26, 2020",950,7,749,0.0,0
0,968,"June 25, 2020",950,10,128,0.40192926045016075,2
0,968,"June 25, 2020",554,9,857,0.5241157556270096,2
0,968,"June 25, 2020",96,9,1597,0.5305466237942122,2
0,2805,"June 24, 2020",950,2,818,0.33118971061093244,2
0,968,"June 24, 2020",950,10,271,0.29903536977491957,2
1,412,"June 24, 2020",950,8,248,0.0,0
0,14,"June 24, 2020",950,10,1597,0.292604501607717,2
0,2805,"June 23, 2020",950,10,332,0.1639871382636656,2
1,2805,"June 23, 2020",950,9,22,0.003215434083601286,0
0,968,"June 22, 2020",950,9,1597,0.35691318327974275,2
0,95,"June 22, 2020",1022,8,1206,0.28617363344051444,2
1,189,"June 21, 2020",950,10,749,0.0,0
0,2805,"June 21, 2020",1022,3,1597,0.32154340836012857,2
0,95,"June 20, 2020",1024,10,1597,0.26688102893890675,2
1,2805,"June 19, 2020",950,9,220,0.003215434083601286,0
0,968,"June 19, 2020",950,10,1206,0.35691318327974275,2
0,3,"June 19, 2020",38,9,1597,0.4340836012861736,2
0,2805,"June 19, 2020",950,10,818,0.34405144694533757,2
0,2805,"June 19, 2020",950,7,595,0.3504823151125402,2
1,2805,"June 19, 2020",950,8,120,0.0,0
0,124,"June 19, 2020",950,10,857,0.2958199356913183,2
1,77,"June 19, 2020",950,10,749,0.003215434083601286,0
0,103,"June 19, 2020",950,10,1597,0.28617363344051444,2
0,2,"June 19, 2020",22,9,1597,0.4147909967845659,2
1,2805,"June 19, 2020",950,10,120,0.003215434083601286,0
0,1,"June 19, 2020",950,10,1597,0.4083601286173633,2
0,245,"June 18, 2020",950,8,21,0.33118971061093244,2
0,1,"June 18, 2020",11,10,80,0.4180064308681672,2
0,3,"June 18, 2020",16,10,80,0.3472668810289389,2
0,106,"June 18, 2020",17,10,80,0.4115755627009646,2
0,106,"June 18, 2020",3,9,80,0.2315112540192926,2
0,106,"June 18, 2020",2,9,80,0.33118971061093244,2
0,807,"June 18, 2020",950,8,818,0.15112540192926047,2
0,75,"June 18, 2020",1024,9,1206,0.3633440514469453,2
0,60,"June 18, 2020",950,7,818,0.2733118971061093,2
0,106,"June 18, 2020",2,10,857,0.6205787781350482,2
0,15,"June 18, 2020",193,10,1597,0.24115755627009647,2
0,106,"June 18, 2020",2,9,80,0.3697749196141479,2
0,106,"June 18, 2020",2,10,80,0.4147909967845659,2
0,1,"June 18, 2020",348,1,595,0.270096463022508,2
1,2805,"June 18, 2020",950,10,749,0.003215434083601286,0
0,75,"June 17, 2020",1141,3,1206,0.34405144694533757,2
0,2805,"June 17, 2020",950,8,595,0.2572347266881029,2
0,1,"June 16, 2020",228,9,1597,0.24115755627009647,2
0,2805,"June 16, 2020",891,2,271,0.292604501607717,2
1,2805,"June 15, 2020",554,8,120,0.003215434083601286,0
0,75,"June 15, 2020",1024,10,818,0.270096463022508,2
0,8,"June 15, 2020",279,1,595,0.270096463022508,2
0,22,"June 15, 2020",1024,9,857,0.34405144694533757,2
0,95,"June 13, 2020",1024,10,1597,0.382636655948553,2
1,2805,"June 13, 2020",950,7,386,0.00964630225080386,0
0,968,"June 13, 2020",950,9,1597,0.3729903536977492,2
1,2805,"June 13, 2020",950,9,399,0.016077170418006433,0
0,79,"June 13, 2020",950,9,1597,0.3183279742765273,2
0,968,"June 12, 2020",950,10,1206,0.32154340836012857,2
0,2805,"June 12, 2020",950,3,857,0.4983922829581993,2
1,807,"June 12, 2020",950,10,120,0.003215434083601286,0
1,1,"June 12, 2020",950,10,120,0.00964630225080386,0
1,67,"June 12, 2020",950,10,749,0.0,0
0,2805,"June 12, 2020",950,10,332,0.17363344051446947,2
0,245,"June 12, 2020",1141,1,21,0.3054662379421222,2
1,245,"June 12, 2020",51,9,176,0.00964630225080386,0
1,110,"June 12, 2020",950,10,399,0.0,0
1,4,"June 12, 2020",950,10,399,0.0,0
0,1,"June 11, 2020",348,10,1206,0.33118971061093244,2
0,8,"June 11, 2020",136,9,1206,0.32154340836012857,2
1,45,"June 10, 2020",950,10,749,0.0,0
1,2805,"June 10, 2020",950,9,40,0.012861736334405145,0
1,2805,"June 10, 2020",950,10,220,0.0,0
0,2805,"June 10, 2020",152,3,1206,0.360128617363344,2
1,189,"June 10, 2020",1141,10,399,0.0,0
1,77,"June 10, 2020",950,10,749,0.0,0
0,189,"June 10, 2020",1141,10,857,0.40192926045016075,2
0,2805,"June 8, 2020",1022,2,1597,0.31189710610932475,2
0,24,"June 7, 2020",950,10,1597,0.3633440514469453,2
0,968,"June 7, 2020",950,9,128,0.42122186495176844,2
0,968,"June 7, 2020",1141,9,1597,0.292604501607717,2
1,1,"June 6, 2020",1141,10,399,0.00964630225080386,0
0,2805,"June 6, 2020",950,3,1597,0.28617363344051444,2
1,2805,"June 5, 2020",950,10,399,0.00964630225080386,0
0,106,"June 5, 2020",891,9,1597,0.2733118971061093,2
0,2805,"June 5, 2020",348,2,1206,0.3279742765273312,2
0,968,"June 5, 2020",950,9,1597,0.3633440514469453,2
0,95,"June 5, 2020",1024,10,1206,0.36655948553054657,2
1,2805,"June 5, 2020",950,9,120,0.012861736334405145,0
1,73,"June 5, 2020",1024,9,22,0.045016077170418,0
0,2805,"June 5, 2020",950,10,857,0.4758842443729903,2
0,807,"June 5, 2020",193,10,1597,0.3054662379421222,2
1,245,"June 4, 2020",950,10,176,0.006430868167202573,0
0,103,"June 4, 2020",1022,9,1597,0.3247588424437299,2
0,103,"June 4, 2020",1022,10,1206,0.33440514469453375,2
0,106,"June 3, 2020",88,10,1206,0.3633440514469453,2
0,2805,"June 3, 2020",1022,3,1206,0.29903536977491957,2
0,2805,"June 3, 2020",950,7,595,0.26366559485530544,2
1,807,"June 2, 2020",1024,9,120,0.0,0
0,106,"June 2, 2020",136,9,1206,0.337620578778135,2
0,106,"June 2, 2020",96,9,1206,0.3697749196141479,2
0,106,"June 2, 2020",96,9,1206,0.3472668810289389,2
0,807,"June 2, 2020",152,9,1206,0.30868167202572344,2
0,106,"June 2, 2020",228,10,1206,0.3183279742765273,2
0,106,"June 2, 2020",136,9,1597,0.3697749196141479,2
0,106,"June 2, 2020",64,9,857,0.35369774919614144,2
0,180,"June 2, 2020",950,5,595,0.07395498392282959,2
0,1,"June 2, 2020",96,8,1206,0.3022508038585209,2
0,106,"June 2, 2020",184,9,1206,0.4308681672025723,2
0,106,"June 1, 2020",1024,10,271,0.3022508038585209,2
1,245,"June 1, 2020",39,6,176,0.003215434083601286,0
0,968,"June 1, 2020",950,9,1206,0.292604501607717,2
0,1,"June 1, 2020",1022,7,1206,0.3183279742765273,2
1,189,"June 1, 2020",891,10,749,0.0,0
0,14,"June 1, 2020",1024,8,1206,0.25401929260450157,2
1,245,"June 1, 2020",1141,10,176,0.0,0
1,245,"June 1, 2020",348,10,749,0.006430868167202573,0
0,12,"June 1, 2020",1141,1,857,0.31189710610932475,2
1,189,"June 1, 2020",1022,10,749,0.0,0
0,2805,"June 1, 2020",1022,3,1206,0.33118971061093244,2
0,1,"June 1, 2020",891,9,1597,0.31189710610932475,2
0,1,"May 31, 2020",1024,9,1597,0.33118971061093244,2
0,14,"May 29, 2020",1141,8,1206,0.315112540192926,2
0,968,"May 29, 2020",950,10,332,0.21543408360128619,2
1,2805,"May 29, 2020",950,10,120,0.0,0
0,3,"May 29, 2020",39,10,1597,0.337620578778135,2
1,10,"May 28, 2020",1141,10,120,0.003215434083601286,0
1,245,"May 28, 2020",950,10,176,0.0,0
0,14,"May 28, 2020",348,9,1206,0.22508038585209003,2
0,14,"May 28, 2020",554,9,1206,0.25401929260450157,2
0,56,"May 28, 2020",950,10,1597,0.3697749196141479,2
1,86,"May 28, 2020",891,7,386,0.00964630225080386,0
0,13,"May 27, 2020",1024,10,1597,0.35691318327974275,2
0,86,"May 26, 2020",950,10,332,0.2315112540192926,2
